1.0,1.4242621165601728,6.247112028579261
1.02,1.424194811315724,6.246392597571955
1.04,1.4241261777273906,6.245673287315896
1.06,1.4240562160555172,6.244954100167615
1.08,1.423984926565463,6.244235038482996
1.1,1.4239123095275967,6.2435161046172665
1.12,1.423838365217297,6.242797300924987
1.14,1.423763093914947,6.242078629760035
1.16,1.4236864959059334,6.241360093475598
1.18,1.423608571480645,6.240641694424158
1.2,1.4235293209344686,6.239923434957483
1.22,1.4234487445677844,6.239205317426608
1.24,1.4233668426859678,6.238487344181834
1.26,1.4232836155993849,6.2377695175727075
1.28,1.4231990636233856,6.237051839948013
1.3,1.423113187078307,6.236334313655757
1.32,1.4230259862894676,6.235616941043164
1.34,1.4229374615871646,6.234899724456656
1.36,1.4228476133066688,6.234182666241848
1.38,1.4227564417882266,6.233465768743532
1.4,1.4226639473770513,6.232749034305666
1.42,1.4225701304233258,6.232032465271367
1.44,1.4224749912821923,6.231316063982891
1.46,1.422378530313758,6.230599832781629
1.48,1.422280747883082,6.229883774008094
1.5,1.4221816443601805,6.229167890001906
1.52,1.42208122012002,6.228452183101785
1.54,1.4219794755425113,6.227736655645535
1.56,1.4218764110125124,6.22702130997004
1.58,1.4217720269198186,6.226306148411243
1.6,1.4216663236591631,6.225591173304145
1.62,1.4215593016302126,6.224876386982784
1.64,1.4214509612375625,6.22416179178023
1.66,1.421341302890735,6.223447390028576
1.68,1.4212303270041746,6.222733184058918
1.7,1.4211180339972433,6.222019176201353
1.72,1.42100442429422,6.22130536878496
1.74,1.4208894983242928,6.220591764137798
1.76,1.4207732565215594,6.219878364586887
1.78,1.4206556993250194,6.219165172458202
1.8,1.4205368271785714,6.2184521900766585
1.82,1.4204166405310117,6.2177394197661044
1.84,1.4202951398360273,6.21702686384931
1.86,1.420172325552193,6.216314524647953
1.88,1.4200481981429673,6.2156024044826115
1.9,1.4199227580766878,6.214890505672751
1.92,1.419796005826568,6.214178830536717
1.94,1.419667941870694,6.213467381391721
1.96,1.4195385666920168,6.212756160553831
1.98,1.4194078807783512,6.212045170337961
2.0,1.4192758846223703,6.211334413057861
2.02,1.419142578721603,6.210623891026107
2.04,1.4190079635784258,6.209913606554088
2.06,1.4188720397000618,6.209203561951999
2.08,1.4187348075985746,6.208493759528829
2.1,1.4185962677908652,6.207784201592349
2.12,1.4184564207986659,6.207074890449108
2.14,1.4183152671485366,6.2063658284044125
2.16,1.4181728073718614,6.205657017762326
2.18,1.4180290420048405,6.204948460825657
2.2,1.4178839715884883,6.204240159895941
2.22,1.4177375966686294,6.203532117273443
2.24,1.417589917795891,6.202824335257136
2.26,1.4174409355257016,6.202116816144702
2.28,1.417290650418281,6.201409562232511
2.3,1.4171390630386425,6.20070257581562
2.32,1.4169861739565817,6.199995859187756
2.34,1.4168319837466752,6.199289414641316
2.36,1.4166764929882731,6.198583244467345
2.38,1.4165197022654972,6.1978773509555385
2.4,1.4163616121672349,6.197171736394223
2.42,1.4162022232871294,6.196466403070352
2.44,1.416041536223584,6.1957613532694955
2.46,1.4158795515797469,6.195056589275831
2.48,1.415716269963514,6.194352113372131
2.5,1.4155516919875182,6.193647927839758
2.52,1.4153858182691288,6.1929440349586535
