-158.5,1
-219.1,1
253.4,1
321.0,1
216.3,1
319.9,1
-29.5,1
27.5,1
167.1,1
228.4,1
197.6,1
268.7,1
-175.0,1
-236.3,1
243.4,1
310.5,1
203.3,1
305.0,1
-30.5,1
26.4,1
185.6,1
253.0,1
172.4,1
241.1,1
24.0,1
-78.2,1
11.3,1
-89.5,1
133.8,1
245.4,1
168.6,1
286.7,1
23.0,1
197.8,1
55.8,1
237.4,1
-46.5,1
47.2,1
-35.6,1
58.1,1
26.2,1
139.0,1
159.2,1
180.2,1
81.5,1
197.6,1
118.6,1
244.0,1
24.2,1
-79.6,1
12.3,1
-88.5,1
126.9,1
237.7,1
167.6,1
285.6,1
17.8,1
189.1,1
54.8,1
236.3,1
-47.5,1
46.0,1
-36.6,1
56.9,1
47.7,1
160.9,1
58.2,1
179.0,1
67.7,1
180.9,1
117.6,1
242.8,1
-158.5,1
-219.1,1
-175.0,1
-236.3,1
24.0,1
-78.2,1
24.2,1
-79.6,1
11.3,1
-89.5,1
12.3,1
-88.5,1
19.1,1
13.0,1
21.0,1
14.8,1
17.7,1
21.3,1
19.3,1
22.4,1
17.8,1
21.5,1
19.0,1
22.6,1
13.3,1
253.4,1
17.6,1
321.0,1
14.2,1
243.4,1
18.5,1
310.5,1
2.4,1
133.8,1
20.7,1
245.4,1
2.5,1
126.9,1
20.8,1
237.71,1
4.1,1
168.6,1
22.6,1
286.7,1
4.2,1
167.6,1
22.8,1
285.6,1
15.7,1
-0.9,1
-1.0,1
0.1,1
-3.0,1
0.7,1
19.6,1
-1.2,1
-1.2,1
0.1,1
-3.8,1
0.8,1
-0.2,1
1.3,1
2.6,1
0.0,1
2.3,1
-2.0,1
-3.3,1
6.9,1
4.9,1
2.7,1
6.6,1
4.7,1
-0.1,1
0.2,1
0.2,1
0.0,1
0.2,1
0.5,1
-0.1,1
1.4,1
2.2,1
0.1,1
-0.7,1
-1.5,1
-25.1,1
0.3,1
0.3,1
0.0,1
0.0,1
0.5,1
-0.2,1
26.6,1
0.2,1
0.0,1
0.2,1
2.9,1
-8.1,1
-0.3,1
-0.3,1
0.0,1
-1.4,1
0.8,1
0.0,1
0.0,1
0.0,1
0.0,1
4.9,1
-0.1,1
0.1,1
0.0,1
0.0,1
-15.7,1
-19.6,1
-0.2,1
-3.3,1
-0.1,1
-0.1,1
-25.1,1
-0.2,1
-8.1,1
0.1,1
0.1,1
0.0,1
-0.1,1
6.5,1
0.0,1
0.0,1
-0.1,1
0.0,1
-0.9,1
-1.2,1
-1.3,1
6.9,1
0.2,1
1.4,1
0.3,1
26.6,1
-0.3,1
91.1,1
-104.1,1
-97.2,1
-85.4,1
-95.7,1
-85.3,1
-70.7,1
73.5,1
75.7,1
66.4,1
